PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
6513,11112867,2780,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N,Inactive,0,,,Inactive,,,,,,,,,,4,,2.987,-20.84,-23.4,-6.623,20.02,-13.78,28.07,-6.858,2.046,-14.93,11.89,10.93,-14.22,,2.987,,QC'd by Prestwick
6514,4253817,422114,CC1=NC2=CC=CC=C2C=C1C[N+]34CN5CN(C3)CN(C5)C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-23.66,-7.964,,-10.98,,34.49,,-8.438,,-2.97,,-15.42,,-23.66,,,QC'd by NCI
6515,11112446,6604283,C[C@]1([C@H]2CC[C@@H](C2)C1(C)C)NC,Inactive,0,,,Inactive,,,,,,,,,,4,,-23.97,-31.42,3.763,8.49,-9.637,7.087,-6.148,5.487,2.773,16.04,2.496,-1.396,3.344,,-23.97,,QC'd by Prestwick
6516,4254310,3246679,C1=CC(=CC=C1[C@@H]2C(=O)C3=C(O2)NC4=C(N3)C=CC(=C4)[N+](=O)[O-])[C@@H]5C(=O)C6=C(O5)NC7=C(N6)C=CC(=C7)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,-18.11,21.4,,21.22,,13.33,,-14.81,,47.43,,-6.576,,-18.11,,,QC'd by NCI
6517,26750870,16758361,COC1=CC=C(C=C1)O[C@H]2C=C[C@H](O[C@H]2COC(=O)NCC3=CC=CC4=CC=CC=C43)C5=CC=CC=C5,Active,48,,,Inhibitor,1,149.607,,Partial curve; high efficacy,-6,0.6,0.954,-107.566,42.041,-2.1,0 0 0 0 0 0 0,-80.88,41.4,,28.57,,42.77,,-1.428,,-2.942,,-53.47,,-80.88,,,QC'd by BUCMLD
6518,4252596,3246042,C1=CC=C2C(=C1)C(=NC=N2)NC[C@@H](CO)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.023,4.205,,6.123,,11.32,,24.88,,-18.28,,-7.836,,1.023,,,QC'd by NCI
6519,4238998,3234105,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.86,,,-16.03,,18.56,,-28.8,,-7.925,,14.07,,-16.29,,-31.86,QC'd by Pharmacopeia
6520,11114100,6604870,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,Active,83,,,Inhibitor,7.9433,85.254,,Complete curve; high efficacy,-5.1,2.2526,0.9622,-85.476,-0.222,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-86.23,1.534,4.868,8.513,-5.084,-13.24,-1.647,-5.131,1.408,10.99,-0.594,-8.245,-21.34,-63.81,-74.41,-86.23,QC'd by Tocris
6521,4238653,3233762,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=CC=C(C=C4)C#N,Active,41,,,Inhibitor,15.8489,80.4929,,Partial curve; high efficacy,-4.8,2.3332,0.9611,-88.4213,-7.9284,-2.1,1 0 0 1 0 0 0,-84.22,,,23.11,,0.0644,,-18.09,,35.83,,-5.955,,-35.28,,-84.22,QC'd by Pharmacopeia
6522,4253151,3246230,CC1([C@H](CCC[C@@H]1CC(=O)O)CC(=O)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.017,-5.118,,-11.36,,2.008,,16.38,,37.89,,1.123,,-9.017,,,QC'd by NCI
6523,11113425,6604706,C1=CC(=CC=C1[C@H](CN)CS(=O)(=O)O)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.939,-19.67,-24.13,8.192,18.4,-11.4,-1.869,-11.21,2.373,-14.88,2.632,-5.733,17.09,-0.7936,21.86,-3.939,QC'd by Tocris
6524,4237543,3232656,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.28,,,3.805,,21.32,,-3.543,,4.694,,17.07,,-4.916,,-21.28,QC'd by Pharmacopeia
6525,4253816,11972252,C1CC2=C3CC[C@@]4([C@]2(C1)[C@@H]([C@H]([C@]35[C@]4(C5)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,37.43,40.91,,37.02,,28.71,,45.54,,25.55,,1.64,,37.43,,,QC'd by NCI
6526,26752427,16758897,CC1CCC2C(=O)N3C(CCC(C3C4=CC(=CC=C4)N5CCCC5=O)C)C(=O)N2[C@H]1C6=CC=C(C=C6)C7=CC=CO7,Inactive,0,,,Inactive,,,,,,,,,,4,,54.17,48.36,,47.8,,58.14,,21.73,,1.497,,19.44,,54.17,,,QC'd by BUCMLD
6527,4240134,3235240,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C(F)(F)F,Inconclusive,20,,,Inhibitor,19.9526,79.416,,Partial curve; partial efficacy; poor fit,-4.7,1.9673,0.68,-88.1395,-8.7235,-2.4,0 0 0 0 0 0 0,-79.93,,,-18.96,,-29.3,,-31.58,,-13.04,,7.305,,-27.47,,-79.93,QC'd by Pharmacopeia
6528,4239500,3234607,C1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CC5=CC=CS5,Inactive,0,,,Inactive,,,,,,,,,,4,,6.362,,,-37.46,,-13.51,,-2.516,,-9.866,,-19.57,,14.22,,6.362,QC'd by Pharmacopeia
6529,4238160,3233271,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=CC(=CC=C3)OC)OC,Active,85,,,Inhibitor,2.5119,86.5512,,Complete curve; high efficacy,-5.6,1.8851,0.9128,-85.9944,0.5569,-1.1,0 0 0 0 0 0 0,-94.4,,,0.5891,,-0.5013,,-16.42,,16.97,,-43.61,,-70.54,,-94.4,QC'd by Pharmacopeia
6530,11111879,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,22,-25.22,2.366,-3.124,39.59,73.79,-6.91,-12.76,0.2822,5.015,-11.44,-0.6669,-1.292,,22,,QC'd by Prestwick
6531,11111079,1774,CC1(CCC=[N+]1[O-])C,Inactive,0,,,Inactive,,,,,,,,,,4,,5.41,-1.905,31.64,0.2864,5.287,-29.23,6.335,7.186,13.01,35.07,-9.145,-34.35,5.651,-22.88,22.89,5.41,QC'd by SigmaAldrich
6532,17385064,5771786,CCCC/C=C/C(C1=CC=CC=C1)NC(=O)CCC2=CC=CC=C2,Active,85,,,Inhibitor,2.5119,103.174,,Complete curve; high efficacy,-5.6,1.7137,0.9973,-96.2214,6.9531,-1.1,0 1 0 0 0 0 0,-96.23,,,3.642,,59.95,,10.74,,1.749,,-41.65,,-87.94,,-96.23,QC'd by UPCMLD
6533,11112866,6604444,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4([C@]3([C@H](C[C@@]2([C@@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Inconclusive,20,,,Inhibitor,7.9433,109.339,,Partial curve; partial efficacy; poor fit,-5.1,1.21,0.7919,-97.8533,11.486,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0,-76.28,18.3,38.58,1.258,-2.067,20.86,4.163,-8.581,23.09,-3.646,13.54,-15,-27.43,,-76.28,,QC'd by Prestwick
6534,4238161,3233272,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)C[C@H]4CCCO4,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.23,,,13.33,,-9.984,,43.74,,-14.73,,-11.46,,-20.3,,-11.23,QC'd by Pharmacopeia
6535,4252595,3246041,C[C@H](CC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2)N3CCCCC3,Inconclusive,24,,,Inhibitor,1.5849,57.9543,,Partial curve; partial efficacy,-5.8,0.8,0.8891,-60.9738,-3.0195,-2.2,0 0 0 0 1 0 0,-51.22,-4.672,,-10.41,,8.975,,-13.92,,8.715,,-35.74,,-51.22,,,QC'd by NCI
6536,4238999,3234106,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C(=O)NC4=CC(=CC=C4)F,Active,51,,,Inhibitor,0.1259,135.26,,Partial curve; high efficacy,-6.9,0.4,0.8363,-90.02,45.24,-2.1,0 0 0 0 0 0 0,-82.75,,,33.25,,-27.95,,2.734,,-44.84,,-57.95,,-65.96,,-82.75,QC'd by Pharmacopeia
6537,26750871,16758362,CCCNC(=O)OC[C@H]1[C@H](C=C[C@H](O1)C2=CC=CC=C2)OC3=CC=C(C=C3)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-44.81,-2.078,,15.69,,28.9,,37.3,,-8.034,,-13.08,,-44.81,,,QC'd by BUCMLD
6538,11112445,6604282,CC[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Inconclusive,29,,,Inhibitor,0.0794,130.681,,Complete curve; partial efficacy,-7.1,0.4,0.8736,-68.4748,62.2063,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0,-53.76,51.1,58.98,2.418,7.982,21.11,24.59,-7.047,-17.63,-21.75,-31.81,-42.95,-55.16,,-53.76,,QC'd by Prestwick
6539,4254309,3246678,C1=CC=C(C=C1)OCC2=CC3=C(C=C2)NC=C3[C@@H]4C(=O)C5=C(O4)NC6=C(N5)C=CC(=C6)[N+](=O)[O-],Inconclusive,24,,,Inhibitor,3.1623,56.868,,Partial curve; partial efficacy,-5.5,0.7,0.9423,-72.866,-15.998,-2.2,1 0 0 0 0 0 0,-57.71,-28.3,,-20.66,,-11.57,,-21.53,,-30.77,,-37.82,,-57.71,,,QC'd by NCI
6540,4238650,3233759,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-88.12,,,-24,,-19.85,,10.02,,9.274,,-9.175,,20.62,,-88.12,QC'd by Pharmacopeia
6541,11114103,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.63,-4.203,22.59,0.8101,-10.64,23.14,-8.064,-8.447,-6.07,22.82,1.391,28.74,-3.162,25.29,-11.4,-16.63,QC'd by Tocris
6542,4240135,3235241,CN1CCN(CC1)C2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,Active,41,,,Inhibitor,15.8489,79.682,,Partial curve; partial efficacy,-4.8,2.2481,0.8779,-72.182,7.5,-2.2,1 0 0 0 0 0 0,-68.13,,,25.45,,-0.7972,,-5.473,,27.61,,9.92,,-20.91,,-68.13,QC'd by Pharmacopeia
6543,4237540,3232653,C1=CC=C(C=C1)NC2=NC=NC3=C2C=C(C=C3)C4=COC=C4,Active,65,,,Inhibitor,1.9953,86.698,,Complete curve; partial efficacy,-5.7,1.4641,0.9383,-76.698,10,-1.2,0 0 0 0 0 0 0,-75.72,,,16.51,,-9.619,,20.96,,2.709,,-40.14,,-67.89,,-75.72,QC'd by Pharmacopeia
6544,4253155,3246235,C[C@H]([C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@@H]2CC[C@@H]4[C@]3(CC[C@@H](C4)O)C)C)N5CC6=C(C=CC(=C6)OC)OC5,Active,45,,,Inhibitor,1,56.9001,,Partial curve; partial efficacy,-6,1.6266,0.8884,-67.8299,-10.9298,-2.2,0 0 0 0 0 1 0,-66.64,-25.24,,-10.29,,-5.468,,-3.878,,-25.33,,25.66,,-66.64,,,QC'd by NCI
6545,11111882,5328771,C1=CC=C(C=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,-44.32,8.851,35.21,-31.02,-9.19,-44.49,1.264,-1.416,-7.496,-3.125,-7.56,-28.96,0.0967,-12.17,7.757,-44.32,QC'd by SigmaAldrich
6546,26752428,16758898,CC1CCC2C(=O)N3C(CC4=C(C3C5=CC(=C(C(=C5)OC)OC)OC)NC6=CC=CC=C46)C(=O)N2C1C7=CC=CC(=C7)CC=C,Inactive,0,,,Inactive,,,,,,,,,,4,,16.79,21.57,,19.81,,22.69,,45.6,,27.3,,56.33,,16.79,,,QC'd by BUCMLD
6547,17385067,5771805,CCCC[C@@H]1C[C@H]1C(C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,31.12,,,-29.05,,18.96,,-43.32,,-21.84,,-12.48,,-7.04,,31.12,QC'd by UPCMLD
6548,11113424,6603711,C1=CC(=CC=C1[C@](CN)(CS(=O)(=O)O)O)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,16,-11.25,-2.853,16.83,-12.97,-6.499,-5.226,-20.31,6.161,-9.636,-1.936,-6.609,16.09,-5.324,9.296,16,QC'd by Tocris
6549,4253819,285402,CC1=CC(=NC=C1)NC(=O)NC2=CC=C(C=C2)SC,Inconclusive,22,,,Inhibitor,3.9811,46.7366,,Partial curve; partial efficacy,-5.4,1.4787,0.8549,-55.4322,-8.6956,-2.2,0 0 0 0 0 0 0,-47.29,-3.606,,-21.02,,-9.36,,-3.993,,-11.43,,-22.36,,-47.29,,,QC'd by NCI
6550,11112869,6603960,C[C@@H](C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,Inconclusive,20,,,Inhibitor,3.9811,74.314,,Partial curve; partial efficacy; poor fit,-5.4,1.2216,0.7479,-73.793,0.521,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0,-68.56,16.23,13.65,-16.53,-5.64,11.83,-4.841,-19.03,10.08,-19.51,0.8684,-26.88,-39.58,,-68.56,,QC'd by Prestwick
6551,4239497,3234604,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)CC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.66,,,-13.43,,17.51,,-2.639,,23.41,,10.88,,21.91,,-26.66,QC'd by Pharmacopeia
6552,11111080,455661,C1C[C@@H](O[C@H]1CO)N2C=CC(=NC2=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,24.2,-4.044,17.25,-25.25,-20.79,16.57,17.56,-22.09,-33.53,-14.96,5.2,-3.479,46.95,-14.71,25.38,24.2,QC'd by SigmaAldrich
6553,4252594,224575,C1=C(C=C(C(=C1NC(=O)N)O)I)[As](=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.248,-10.3,,-4.265,,1.979,,-8.697,,3.553,,-21.85,,7.248,,,QC'd by NCI
6554,4239000,3234107,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=CN=C4N(C3=O)CC5=CC=C(C=C5)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.819,,,14.14,,25.11,,28.32,,-17.64,,51.19,,15.62,,-2.819,QC'd by Pharmacopeia
6555,11112444,136620,CC(=O)NC1=CC2=CC=CC=C2OC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,,18.4,-4.043,32.68,-37.1,-12.46,-4.211,-3.216,-23.98,4.837,-2.516,1.019,26.91,34.82,,18.4,,QC'd by Prestwick
6556,4238162,3233273,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=CC=C(C=C4)C(=O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.227,,,-1.196,,-3.094,,41.65,,3.568,,-9.048,,33.29,,-1.227,QC'd by Pharmacopeia
6557,4254308,3246677,CC1=CC2=C(C=C1C)NC3=C(N2)C(=O)[C@H](O3)C4=CNC5=C4C=C(C=C5)COC6=CC=CC=C6,Active,49,,,Inhibitor,0.5012,114.727,,Partial curve; high efficacy,-6.3,0.7,0.9511,-99.282,15.4448,-2.1,1 0 0 0 0 0 0,-89.63,25.48,,3.502,,20.69,,-21.3,,-39.13,,-66.6,,-89.63,,,QC'd by NCI
6558,26750872,16758363,COC1=CC=C(C=C1)O[C@H]2C=C[C@H](O[C@H]2COC(=O)N3CCCCC3)C4=CC=CC=C4,Active,48,,,Inhibitor,0.5012,110.873,,Partial curve; high efficacy,-6.3,0.9,0.8937,-94.1523,16.7206,-2.1,1 0 0 0 0 0 0,-92.93,46.82,,-3.543,,35.69,,-7.505,,-42.62,,-61.79,,-92.93,,,QC'd by BUCMLD
6559,4238651,3233760,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.518,,,-16.62,,-7.811,,5.496,,-28.05,,-11.6,,21.71,,-8.518,QC'd by Pharmacopeia
6560,11114102,6603856,COC(=O)N1CCN([C@@H](C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,Active,41,,,Inhibitor,25.1189,100.274,,Partial curve; high efficacy,-4.6,3.0654,0.8718,-104.477,-4.2028,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.88,-3.201,-8.879,1.654,-5.351,-23.98,-5.798,1.297,-7.14,-7.764,-4.644,-6.502,3.353,13.19,-68.99,-91.88,QC'd by Tocris
6561,4253154,3246234,CC1=CC(=O)OC2=C1C=C3C[N@+](COC3=C2)(C)CCC4=CC(=C(C=C4)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.46,22.27,,15.42,,23.05,,19.71,,-0.5781,,-1.616,,-12.46,,,QC'd by NCI
6562,11111881,716126,C1C[C@H](C2=CC=CC=C2C1)C3=NCCN3,Inactive,0,,,Inactive,,,,,,,,,,4,,6.857,-12.99,18.53,1.704,22.18,-3.335,-10.9,-9.649,16.23,6.866,16.89,-13.51,-11.05,-10.52,10.13,6.857,QC'd by SigmaAldrich
6563,11111081,6603819,C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)[C@@H]5C=CC=CC5=NC4=S,Inconclusive,21,,,Inhibitor,10,62.227,,Complete curve; partial efficacy,-5,4.5045,0.8319,-53.727,8.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-55.36,8.005,8.745,1.46,-8.678,-5.883,-0.6561,3.227,12.95,17.01,28.74,26.36,5.306,-31.5,-51.62,-55.36,QC'd by SigmaAldrich
6564,4240136,3235242,C1=CC=C(C=C1)CN2C(=O)C=NC3=CN=CN=C32,Inconclusive,20,,,Inhibitor,39.8107,84.764,,Single point of activity,-4.4,4.4495,0.8717,-68.096,16.668,-3,1 0 0 0 0 0 0,-53.76,,,-11.37,,8.757,,12.61,,7.78,,37.92,,16.83,,-53.76,QC'd by Pharmacopeia
6565,4237541,3232654,C1=CC=C(C(=C1)C#N)C2=CN=CN=C2NCC3=CN=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-41.56,,,6.251,,6.749,,-1.806,,4.813,,-3.697,,-16.36,,-41.56,QC'd by Pharmacopeia
6566,11113423,68841,C([C@@H](C(=O)O)N)OP(=O)(O)O,Inactive,0,,,Activator,31.6228,70.059,,Partial curve; partial efficacy; poor fit,-4.5,1.8079,0.7115,64.113,-5.946,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,48.87,-2.438,-22.28,2.711,-7.556,-22.72,-8.369,-16.36,-6.594,8.414,8.582,-4.633,7.046,0.181,20.77,48.87,QC'd by Tocris
6567,26752429,16758899,CC1CCC2C(=O)OC(CN2C1C3=CC=C(C=C3)Br)COCC=C,Inactive,0,,,Inactive,,,,,,,,,,4,,5.016,21.1,,-3.632,,-8.2,,-9.874,,-3.147,,15.61,,5.016,,,QC'd by BUCMLD
6568,17385066,5771785,CCCC/C=C/C(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2,Active,43,,,Inhibitor,7.9433,117.968,,Partial curve; high efficacy,-5.1,1.1,0.9491,-106.24,11.728,-2.1,0 0 0 0 0 0 0,-93.42,,,7.103,,23.86,,-5.146,,18.76,,-14.62,,-60.03,,-93.42,QC'd by UPCMLD
6569,4253818,3246476,C1C2=CC3=CC=CC=C3N=C2[C@H](N1)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,22.17,-2.42,,-21.31,,-11.67,,39.79,,-18.11,,32.6,,22.17,,,QC'd by NCI
6570,11112868,6604445,CC#C[C@]1(CC[C@@H]2[C@]1(C[C@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,Inconclusive,20,,,Inhibitor,15.8489,87.5528,,Single point of activity,-4.8,4.9549,0.7413,-69.6765,17.8763,-3,0 0 0 0 0 0 0 0 0 0 0 0 0,-62.32,4.683,15.49,29.66,1.691,29.49,2.663,39.83,34.26,4.743,23.6,6.144,23.57,,-62.32,,QC'd by Prestwick
6571,4239498,3234605,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)N5CCOCC5,Inactive,0,,,Activator,5.0119,35.43,,Single point of activity,-5.3,4.9549,0.4573,29.445,-5.985,3,0 1 0 0 0 0 0,1.863,,,0.2564,,64.5,,-1.867,,-0.4905,,-22.46,,57.32,,1.863,QC'd by Pharmacopeia
6572,11113430,3082629,C1=CC(=C(C=C1O)O)CC(=O)N[C@@H](CC(=O)N)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,31.12,-17.82,21.01,11.85,-7.419,-12.16,8.933,38.8,21.63,-17.33,-1.063,-2.796,-15.1,28.06,13.78,31.12,QC'd by Tocris
6573,4239001,3234108,COC1=CC=CC=C1CN2CCC3(CC2)CCN(CC3)C(=O)C4=CC=CO4,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.82,,,-4.206,,-14.24,,-15.69,,-5.049,,0.0299,,-17.31,,-17.82,QC'd by Pharmacopeia
6574,4238656,3233765,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=C(ON=C3C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,17.06,,,-11.53,,-34.48,,8.851,,-1.438,,23.4,,59.06,,17.06,QC'd by Pharmacopeia
6575,4254315,3246684,CC1=CC2=C(C=C1C)N=C(C(=O)N2)[C@H](C)C(=O)C3=CC=C(C=C3)Cl,Inconclusive,20,,,Inhibitor,0.0794,108.56,,Partial curve; partial efficacy; poor fit,-7.1,0.4,0.7716,-55.124,53.436,-2.4,1 0 0 0 0 0 0,-50.52,255.4,,39.32,,15.06,,-27.6,,-0.7181,,-25.17,,-50.52,,,QC'd by NCI
6576,26750873,16758364,C/C(=N/OC)/CCC(=O)OC[C@H]1[C@H](C=C[C@H](O1)C2=CC=CC=C2)OC3=CC=C(C=C3)OC,Active,47,,,Inhibitor,1.2589,96.1169,,Partial curve; high efficacy,-5.9,0.9,0.9876,-99.5323,-3.4155,-2.1,1 0 0 0 0 0 0,-90.81,-26.66,,-6.449,,-7.407,,-6.413,,-33.94,,-59.56,,-90.81,,,QC'd by BUCMLD
6577,4240128,3235234,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)CC4=CC=C(C=C4)C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,-38.18,,,6.191,,46.73,,12.03,,-7.541,,11.01,,-9.929,,-38.18,QC'd by Pharmacopeia
6578,11114105,6604872,C[C@@H](NCC1=C2C(=CC(=C1)Br)NC(=O)C(=O)N2)P(=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,19.9,6.4,1.762,10.55,-9.57,-2.323,-9.099,-13.68,-13.11,49.6,-7.19,-0.8956,-3.306,-11.6,-28.8,19.9,QC'd by Tocris
6579,11112862,6604442,CN(CCCNC(=O)[C@@H]1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.63,1.69,8.726,-21.02,-10.79,25.43,-24.42,-10.28,-0.7925,-10.83,4.245,13.66,-7.229,,-17.63,,QC'd by Prestwick
6580,11112443,440266,C1=CC(=CC=C1[C@H](CN)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,20.86,-17.32,-0.9542,2.001,6.586,6.405,17.65,15.48,8.241,-13.02,-18.81,-9.571,18.62,,20.86,,QC'd by Prestwick
6581,4252593,73099,C1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2=CN=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,9.948,13.76,,10.55,,16.36,,16.24,,31.4,,6.157,,9.948,,,QC'd by NCI
6582,26752422,16758892,C1C2C(=O)N3C(CC4=C(C3C5=CC=CC=C5)NC6=CC=CC=C46)C(=O)N2C(C7=C1C8=CC=CC=C8N7)C9=CC=CC=C9,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.489,-47.66,,18.58,,3.13,,-11.91,,-7.512,,5.761,,-8.489,,,QC'd by BUCMLD
6583,17385061,5771841,CCC/C=C(\CCC)/C(C1=CC=C(C=C1)C(=O)OC)NS(=O)(=O)CC23CCC(C2(C)C)CC3=O,Inconclusive,20,,,Inhibitor,25.1189,109.668,,Single point of activity,-4.6,1.9887,0.8717,-103.673,5.995,-3,1 0 0 0 0 0 0,-85.94,,,-22.4,,-19.67,,23.06,,11.15,,8.522,,-12.31,,-85.94,QC'd by UPCMLD
6584,4238155,3233266,C1C[C@@]2(CCN(C2)C(=O)NC3=CC(=CC=C3)F)CNC1,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.59,,,20.09,,-28.79,,-6.448,,30.29,,-15.77,,-17.55,,-4.59,QC'd by Pharmacopeia
6585,4253157,3246236,CCS(=O)(=O)O.C1C[C@@H]2CC(C[C@@H]1N2CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.53,-1.59,,56.15,,46.92,,7.221,,28.19,,15.28,,-19.53,,,QC'd by NCI
6586,4253813,13548,CC(C)CN=C(N)N=C(N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.28,-11.27,,-13.24,,-8.325,,1.324,,8.036,,9.615,,-8.28,,,QC'd by NCI
6587,4240129,3235235,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,Active,83,,,Inhibitor,7.9433,88.5856,,Complete curve; high efficacy,-5.1,4.095,0.9502,-92.1133,-3.5278,-1.1,0 0 0 0 0 0 0,-92.72,,,8.073,,-5.834,,-13.68,,7.488,,-15.19,,-75.11,,-92.72,QC'd by Pharmacopeia
6588,4238657,3233766,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=CC(=C4)C#N)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-33.6,,,4.537,,38.31,,3.833,,-49.27,,11.24,,15.71,,-33.6,QC'd by Pharmacopeia
