PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007317399 uM,Activity at 0.00164 uM,Activity at 0.00366 uM,Activity at 0.00370 uM,Activity at 0.00818 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.091 uM,Activity at 0.092 uM,Activity at 0.204 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.111 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
9389,11112732,2477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-25.5376,-10.7596,-10.013,-7.305,,-10.6586,-2.334,-9.1781,2.0684,,-5.9049,-5.993,-3.1533,-13.4156,-12.1194,-17.3604,-25.5376,,QC'd by Prestwick
9390,4252723,228534,CC(C)C1=CC(=C(C(=C1)C(C)(C)C)O)CN(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.6753,-6.4528,,-13.5527,,,-9.1157,,-7.349,,,-8.9628,,-7.2442,,-5.6753,,,QC'd by NCI
9391,4238258,3233369,C1CNCCC1NC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.5042,,,3.953,,,-7.6305,,4.1901,,,2.0124,,-1.4068,,-3.3029,,-21.5042,QC'd by Pharmacopeia
9392,4254181,330855,CC(C)(C)C(=O)CP(=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.3227,-6.1477,,-4.4657,,,-5.2949,,-4.0434,,,-5.231,,-7.9602,,-7.3227,,,QC'd by NCI
9393,17389572,9016,COC1=CC=C(C=C1)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.2435,-5.4502,9.6762,-0.7426,,-2.7232,-8.8442,-1.7779,-6.1011,,-4.3518,-4.3188,-5.8569,-0.5804,2.8722,-6.5953,-4.2919,-4.2435,QC'd by NIEHS/NTP
9394,26749001,16757848,C[C@@]12CCC(=O)C=C1C=CC3C2CC[C@@]4(C3CC[C@@]45CCC(=O)O5)C,Inactive,0,,,Activator,15.8489,106.375,,Partial curve; partial efficacy,-4.8,0.9,0.9705,96.5535,-9.8218,2.2,0 0 0 0 0 0 0,74.2311,,,-18.1849,,,-7.2947,,-2.6438,,,-8.1,,10.5162,,30.1457,,74.2311,QC'd by Microsource
9395,11111754,1342,C1CN(CCN1)C2=CC=CC3=CC=CC=C32,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.5664,,,-0.1338,,,-6.2198,,0.1397,,,-3.962,,-1.4107,,-3.0095,,-7.5664,QC'd by SigmaAldrich
9396,11113711,6604758,CCCN(C/C=C\I)[C@@H]1CCC2=C(C1)C(=CC=C2)O,Inactive,0,,,Activator,25.1189,386.742,,Partial curve; high efficacy,-4.6,1.6604,0.989,386.174,-0.5679,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,304.332,3.4788,-6.9808,-1.7746,,-3.9507,-9.6305,-5.6067,4.8355,,-4.0411,9.0874,-5.3606,16.3734,46.2258,64.5495,204.335,304.332,QC'd by Tocris
9397,26754249,184196,CC[C@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.075,3.5992,-1.897,-0.9765,,-3.1212,2.7245,-5.9655,-1.7377,,2.5658,0.7175,-5.371,-4.982,-6.3013,-15.7357,-24.806,-28.075,QC'd by Timtec
9398,26751272,16758660,COC1=CC=C(C=C1)COC(=O)N/N=C\2/C[C@H]([C@H]([C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(C4=O)C[C@@H]5CCCO5)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.5125,-8.0368,,-3.4022,,,7.4415,,-1.4793,,,3.6453,,0.1952,,-17.5125,,,QC'd by BUCMLD
9399,4239361,3234468,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)CC4=CC=C(C=C4)C#N,Inconclusive,21,,,Inhibitor,15.8489,61.8643,,Partial curve; partial efficacy,-4.8,1.5579,0.9855,-62.3419,-0.4776,-2.2,0 0 0 0 0 0 0,-56.9329,,,0.818,,,2.843,,-3.809,,,-0.0556,,-6.7032,,-22.7937,,-56.9329,QC'd by Pharmacopeia
9400,11111479,6603932,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CCC4=CC(=C(C=C34)OC)O,Inconclusive,20,,,Inhibitor,25.1189,72.0495,,Partial curve; partial efficacy,-4.6,1.3437,0.9584,-69.188,2.8615,-2.2,0 0 0 0 0 0 0,-52.5412,,,-4.7365,,,2.0055,,8.8438,,,5.9269,,-1.722,,-15.7637,,-52.5412,QC'd by SigmaAldrich
9401,4238261,3233372,C1=CC=C(C=C1)NC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,Active,42,,,Inhibitor,12.5893,92.378,,Partial curve; partial efficacy,-4.9,0.8,0.9957,-95.9567,-3.5787,-2.2,0 0 0 0 0 0 0,-74.9029,,,-5.8117,,,-4.773,,-4.1713,,,-6.9209,,-24.5116,,-46.9308,,-74.9029,QC'd by Pharmacopeia
9402,17389568,10722,CC1=CC=CC=C1C=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.7327,-2.5719,6.7963,-4.1895,,-1.2244,-4.957,-5.1588,-3.8552,,-6.3951,-2.5736,-4.4294,-8.7012,3.5216,-2.9571,-4.5059,-0.7327,QC'd by NIEHS/NTP
9403,4254182,330939,COC1=CC=CC2=C1N=C(N2)C3=CC=CC=N3,Inconclusive,22,,,Inhibitor,3.9811,33.7352,,Partial curve; partial efficacy,-5.4,2.9523,0.9362,-44.6906,-10.9554,-2.2,0 0 0 0 0 0 0,-43.0755,-9.0422,,-15.7219,,,-6.2128,,-13.9276,,,-10.5956,,-16.0879,,-43.0755,,,QC'd by NCI
9404,4252724,228569,CC(CCC(=O)O)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,Inactive,0,,,Inactive,,,,,,,,,,4,,2.1492,-4.9196,,-1.4903,,,-2.4107,,-6.0602,,,-4.625,,-0.1734,,2.1492,,,QC'd by NCI
9405,11112729,6338045,CCOC(=O)C1=CN=CN1[C@@H](C)C2=CC=CC=C2,Active,66,,,Inhibitor,0.7943,67.9837,,Complete curve; partial efficacy,-6.1,0.9,0.9926,-71.898,-3.9144,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0,-67.9772,-1.4697,-1.7104,-5.7555,,-6.1308,-5.6481,-13.5944,,,-20.0701,-26.313,-41.7722,-54.7711,-61.2253,-65.5859,-67.9772,,QC'd by Prestwick
9406,11111751,6603990,C1CN(CC=C1C2=CC=C(C=C2)F)C[C@H](COC3=CC=C(C=C3)C(=O)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,4.0095,,,3.0862,,,,,,,,,,,,7.3482,,4.0095,QC'd by SigmaAldrich
9407,26748013,5702046,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Na+].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,-8.3217,,,-13.3781,,,-8.1907,,-10.9584,,,-10.7804,,-7.4836,,-9.5831,,-8.3217,QC'd by Microsource
9408,26754248,11869417,C1[C@@H]2[C@@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@@H](O1)C5=CC6=C(C=C5)OCO6,Active,66,,,Inhibitor,0.7943,64.5904,,Complete curve; partial efficacy,-6.1,1.1,0.9954,-70.4789,-5.8885,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-69.9824,-1.7184,-5.6491,-7.1205,,-8.798,-6.7899,-10.1533,-9.6006,,-17.58,-26.9768,-45.6019,-55.7613,-61.5372,-66.4628,-69.4475,-69.9824,QC'd by Timtec
9409,17389569,10721,CC1=CC=CC=C1C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,12.6703,24.9044,-10.2599,21.076,,6.0457,0.1109,3.4041,-2.92,,31.5538,27.4479,25.7396,23.5161,30.7766,17.2623,15.7624,12.6703,QC'd by NIEHS/NTP
9410,11113708,6603887,C1CN=C(N1)[C@@H]2COC3=CC=CC=C3O2,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.959,0.7666,1.7478,2.0447,,0.7689,-4.2153,-0.605,2.8699,,-0.9725,0.1943,-2.729,-0.4496,-3.7022,-5.9119,-3.9507,-10.959,QC'd by Tocris
9411,26751271,16758659,CCOC(=O)N/N=C\1/C[C@H]([C@H]([C@H]2[C@@H]1CC[C@H]3[C@H]2C(=O)N(C3=O)C[C@@H]4CCCO4)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.4181,-14.8236,,-19.7445,,,-14.9739,,-11.2563,,,-15.2581,,-11.6998,,-17.4181,,,QC'd by BUCMLD
9412,4239364,3234471,CN1C=CC=C1C(=O)N2CCC3(CC2)CN(C3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,9.3533,,,8.5377,,,-2.6574,,7.0941,,,-1.3682,,-4.7488,,7.0812,,9.3533,QC'd by Pharmacopeia
9413,17385456,5459601,C[C@H](/C=C(\C1=CN=CC=C1)/C(C2=CC=C(C=C2)C(=O)OC)NC(=O)OCC3=CC=CC=C3)C(=O)NC4CCCCC4,Active,86,,,Inhibitor,1.2589,71.455,,Complete curve; high efficacy,-5.9,3.9295,0.9825,-85.5179,-14.0629,-1.1,0 0 0 0 0 0 0,-87.7064,,,-16.0991,,,-21.6582,,-6.1748,,,-12.6862,,-80.6679,,-82.4164,,-87.7064,QC'd by UPCMLD
9414,11111478,6603931,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NC4=CC=C(C=C4)C#N,Inconclusive,23,,,Inhibitor,1,30.6476,,Complete curve; partial efficacy,-6,4.9549,0.9105,-36.2239,-5.5763,-1.2,0 0 0 0 0 1 0,-33.6172,,,,-6.3992,,-3.0873,,,-14.012,,-1.3136,,-38.1033,,-12.0598,,-33.6172,QC'd by SigmaAldrich
9415,17385457,5459602,C[C@H](/C=C(\C1=CN=CC=C1)/C(C2=CC=C(C=C2)C(=O)OC)NC(=O)OCC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)OC,Active,87,,,Inhibitor,1,81.8276,,Complete curve; high efficacy,-6,0.8,0.8999,-89.4616,-7.634,-1.1,0 0 0 0 0 0 0,-87.0513,,,-16.4876,,,-10.9141,,-0.8444,,,-51.5345,,-51.3202,,-82.6222,,-87.0513,QC'd by UPCMLD
9416,4252725,3246085,CC(C)CNC1=NC2=NC=NC(=C2N1)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.1933,-7.6346,,-13.0163,,,-8.597,,-7.3741,,,-4.7373,,-8.1721,,-15.1933,,,QC'd by NCI
9417,4254183,135485453,C1=CC=C2C(=C1)/C(=N/N)/[C@@H](N2)OC(=O)NC3=CC(=CC=C3)Cl,Inconclusive,20,,,Inhibitor,5.0119,32.9868,,Single point of activity,-5.3,4.095,0.9741,-40.9265,-7.9397,-3,0 0 0 0 0 0 0,-39.9387,-4.9497,,-8.0813,,,-6.7044,,-8.4088,,,-11.4526,,-9.2753,,-39.9387,,,QC'd by NCI
9418,4238260,3233371,C1CN(CCC12CCN(CC2)C(=O)C3=CSN=N3)C4=NC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,28.0934,,,1.8049,,,-6.316,,-9.7305,,,-4.301,,-3.4001,,4.8288,,28.0934,QC'd by Pharmacopeia
9419,11112730,198107,CC(=O)O[C@H]1[C@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,Active,84,,,Inhibitor,3.9811,85.2682,,Complete curve; high efficacy,-5.4,1,0.9844,-91.5296,-6.2614,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-81.9991,-5.1221,-10.7015,-8.4166,,-6.7597,-7.7807,-9.3067,0.6149,,-8.1328,-14.1417,-26.382,-37.813,-50.8066,-69.2224,-81.9991,,QC'd by Prestwick
9420,11111752,6603991,CO[C@@]1(COC2=CC=CC=C2O1)C3=NCCN3,Inactive,0,,,Inactive,,,,,,,,,,4,,1.9169,,,3.867,,,1.6258,,-7.036,,,-5.4522,,1.125,,-0.2752,,1.9169,QC'd by SigmaAldrich
9421,17389570,10680,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,Inconclusive,21,,,Inhibitor,12.5893,38.706,,Partial curve; partial efficacy,-4.9,4.095,0.867,-27.6226,11.0834,-2.2,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0,-33.1579,-10.0358,-12.3735,7.6362,,17.1358,3.0919,13.4571,5.6437,,5.1026,10.0847,11.3694,17.6764,17.6279,-5.9499,-18.7723,-33.1579,QC'd by NIEHS/NTP
9422,26754247,1403659,CN1CC[C@]23CC(=O)C(=C[C@H]2[C@H]1CC4=C3C(=C(C=C4)OC)O)OC,Inconclusive,20,,,Inhibitor,31.6228,40.5104,,Partial curve; partial efficacy,-4.5,1.6259,0.8477,-41.0104,-0.5,-2.2,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-30.842,18.5204,1.0607,-2.4462,,-5.3192,-4.671,8.3593,1.6952,,-1.1985,3.7296,-3.1031,-5.1088,-3.9903,-6.2865,-16.2742,-30.842,QC'd by Timtec
9423,4239363,3234470,CCNC1=NC=C2C(=N1)N(C(=O)C=N2)CC3=CC(=CC=C3)OC,Active,42,,,Inhibitor,12.5893,101.129,,Partial curve; high efficacy,-4.9,1.2221,0.9633,-103.392,-2.2631,-2.1,0 0 0 0 0 0 0,-90.7437,,,2.555,,,-13.8344,,6.8876,,,-6.5969,,-15.7728,,-47.7234,,-90.7437,QC'd by Pharmacopeia
9424,26751270,16758658,C1C[C@H](OC1)CN2C(=O)[C@H]3CC[C@H]\4[C@@H]([C@@H]3C2=O)[C@@H]([C@@H](C/C4=N/OC[C@H](COCC5=CC=CO5)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.3794,0.4251,,4.5189,,,-0.5381,,4.3567,,,1.405,,0.605,,-13.3794,,,QC'd by BUCMLD
9425,11113709,127914,CN([C@H](CN1CCCC1)C2=CC(=CC=C2)N=C=S)C(=O)CC3=CC(=C(C=C3)Cl)Cl,Active,86,,,Inhibitor,1.2589,80.8853,,Complete curve; high efficacy,-5.9,1.1,0.9927,-83.5538,-2.6685,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.7436,-2.4673,-0.3583,-2.0971,,-5.4587,-2.9375,-7.7592,-0.9025,,-12.0444,-22.9613,-43.2497,-54.0892,-67.036,-80.2193,-77.7065,-82.7436,QC'd by Tocris
9426,26748999,16757847,CC1C(C([C@@H](C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.2227,,,-0.2867,,,-0.2518,,8.0504,,,1.7515,,-0.7685,,23.9794,,-12.2227,QC'd by Microsource
9427,4254168,3246629,CC1(OC[C@H](O1)[C@@H]2[C@@H]3[C@H]([C@H](O2)ON4C5=C(C=CC(=C5)Cl)N=N4)OC(O3)(C)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-24.6725,4.133,,3.5831,,,0.8664,,-1.0865,,,-2.7227,,-8.2499,,-24.6725,,,QC'd by NCI
9428,4238246,3233357,C1CC1N2C(=O)C=NC3=CN=C(N=C32)NC4=CC=CC=C4,Inconclusive,20,,,Inhibitor,25.1189,47.4658,,Partial curve; partial efficacy,-4.6,2.0479,0.841,-49.4984,-2.0325,-2.2,0 0 0 0 0 0 0,-42.0549,,,-0.3129,,,-13.7455,,8.2706,,,-3.7028,,-0.5831,,-10.7907,,-42.0549,QC'd by Pharmacopeia
9429,11111725,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.2544,13.9486,11.3581,15.6372,,18.7619,16.8564,-3.3122,24.3996,,11.9609,3.016,0.0543,-5.7413,-12.3361,-7.8087,-17.2544,,QC'd by Prestwick
9430,11111468,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.9037,-9.3326,7.9617,7.5789,,-4.6552,0.4585,-2.0301,5.2921,,0.439,-1.3936,-8.6878,-5.8235,-5.4231,-10.9908,-19.9037,,QC'd by Prestwick
9431,17385455,5459600,C[C@H](/C=C(\C1=CN=CC=C1)/C(C2=CC=C(C=C2)C(=O)OC)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC=C(C=C4)C5=CC=CC=C5,Active,87,,,Inhibitor,0.7943,68.1112,,Complete curve; high efficacy,-6.1,1.9673,0.9478,-86.8112,-18.7,-1.1,0 0 0 0 0 0 0,-87.1852,,,-33.3146,,,-22.129,,-9.0741,,,-35.2974,,-78.2726,,-86.9625,,-87.1852,QC'd by UPCMLD
9432,4252719,24693,CC1=CC=C(C=C1)O.CC1=CC(=CC=C1)O.CC1=CC=CC=C1O,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.468,-12.11,,-7.4138,,,-7.0622,,-11.3379,,,-6.7499,,-10.7116,,-15.468,,,QC'd by NCI
9433,11113732,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3099,7.7051,6.6467,10.5846,,7.2791,5.8023,7.1075,10.298,,6.9425,11.4882,4.7831,16.22,17.0246,20.3504,18.3909,-0.3099,QC'd by Tocris
9434,26754278,13711,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.2583,-0.6708,-4.5171,-1.6396,,-1.2796,-1.6569,-0.7344,-2.6978,,-2.402,-2.7076,-2.3287,-4.7106,-6.2347,-7.6141,-8.3664,-13.2583,QC'd by Timtec
9435,26751243,16758631,C1C[C@H]2[C@H]([C@@H]3[C@H]1/C(=N\OC[C@H](COCC4=CC=CO4)O)/C[C@H]([C@H]3O)O)C(=O)N(C2=O)CC5=CC6=C(C=C5)OCO6,Active,46,,,Inhibitor,3.1623,105.063,,Partial curve; high efficacy,-5.5,0.9,0.9941,-111.708,-6.6455,-2.1,0 0 0 0 0 0 0,-88.0858,-3.0335,,-7.7214,,,-8.2236,,-13.6252,,,-22.4774,,-48.6255,,-88.0858,,,QC'd by BUCMLD
9436,17389601,7970,CC1=CN=CC=C1,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.8886,1.3767,-8.9577,0.5187,,3.5334,4.1454,9.0636,2.9844,,2.1024,8.1813,-0.2551,3.9012,1.0588,-0.7371,-7.4033,-10.8886,QC'd by NIEHS/NTP
9437,17389600,8021,CCNCC,Inactive,0,,,Inactive,,,,,,,,,,4,,3.7013,-4.0438,-9.2062,13.2876,,10.1126,2.8757,6.8982,2.6761,,7.8338,3.9643,-0.2959,2.6993,18.9491,4.5898,2.9926,3.7013,QC'd by NIEHS/NTP
9438,11112728,6604028,CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.97,-13.4486,-13.2713,-9.8246,,-13.4644,-8.3395,-12.2023,-2.628,,-5.3163,-5.686,-10.0906,-11.3756,-14.7346,-20.7778,-31.97,,QC'd by Prestwick
9439,4239389,3234496,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.4707,,,1.088,,,0.5587,,-4.2285,,,-1.0149,,-5.3646,,-6.4191,,-6.4707,QC'd by Pharmacopeia
9440,855514,5745,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.7415,,,4.9091,,,12.8597,,17.0824,,,16.4401,,15.5044,,-11.0618,,-6.7415,QC'd by SigmaAldrich
9441,26749021,71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,-9.6267,,,-52.9122,,,-9.4124,,-9.6168,,,-6.6593,,-0.568,,12.0717,,-9.6267,QC'd by Microsource
9442,4238247,3233358,C1=CC(=CN=C1)C2=NC=CC(=N2)N3C=CN=C3,Active,44,,,Inhibitor,5.0119,83.0104,,Partial curve; high efficacy,-5.3,1.1341,0.9903,-88.2734,-5.263,-2.1,0 0 0 0 0 0 0,-83.6941,,,-11.0274,,,-2.6305,,-5.9301,,,-6.7736,,-31.8802,,-63.9749,,-83.6941,QC'd by Pharmacopeia
9443,4254167,3246628,C1C[C@@]2(CN(C1)CC3=CC=CC=C3)N[C@@H](CS2)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,0.2824,-4.2475,,-0.5927,,,-2.8718,,-3.1583,,,-1.3477,,-4.1159,,0.2824,,,QC'd by NCI
9444,17385454,5459599,CC1=CC(=NO1)CNC(=O)[C@H](C)/C=C(\C2=CN=CC=C2)/C(C3=CC=C(C=C3)C(=O)OC)NC(=O)OCC4=CC=CC=C4,Active,86,,,Inhibitor,1.5849,98.2669,,Complete curve; high efficacy,-5.8,1.6259,0.9982,-99.2697,-1.0028,-1.1,0 0 0 0 0 0 0,-99.0208,,,0.9135,,,1.2624,,-4.5683,,,-12.5261,,-66.4917,,-94.0535,,-99.0208,QC'd by UPCMLD
9445,11111724,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.5226,,,-11.4366,,,3.4418,,12.127,,,-7.0422,,-0.5615,,-15.0115,,-15.5226,QC'd by SigmaAldrich
9446,4252718,409402,C1=C(C=C(C(=C1CSC(=N)N)O)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.5931,-5.4121,,-6.2394,,,1.5184,,-2.2268,,,0.2157,,2.96,,-1.5931,,,QC'd by NCI
9447,11113731,80263,CCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCC,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.2883,-0.9653,-4.4798,-9.6789,,6.8961,-2.2121,-4.1672,-3.9355,,-1.9084,-2.8116,1.9646,-2.3919,-0.7454,-18.8743,-13.9172,-27.2883,QC'd by Tocris
9448,26751244,16758632,CCOC(=O)N/N=C\1/C[C@H]([C@H]([C@H]2[C@@H]1CC[C@H]3[C@H]2C(=O)N(C3=O)CC4=CC5=C(C=C4)OCO5)O)O,Inconclusive,20,,,Inhibitor,3.1623,70.8484,,Single point of activity,-5.5,4.045,0.9856,-59.0296,11.8188,-3,0 0 0 0 0 0 0,-58.6236,13.2213,,17.7519,,,8.1405,,8.7386,,,11.3076,,-3.2198,,-58.6236,,,QC'd by BUCMLD
9449,26754279,66535,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)O,Inconclusive,20,,,Inhibitor,7.9433,41.6092,,Complete curve; partial efficacy; poor fit,-5.1,4.9549,0.7238,-44.8152,-3.206,-1.4,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0,-48.6818,-27.0934,-7.4048,2.5026,,-18.201,8.4089,-24.7618,-25.2734,,5.8151,-6.7737,-8.3948,13.3781,0.4721,-40.866,-40.2349,-48.6818,QC'd by Timtec
9450,17389599,1049,C1=CC=NC=C1,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.117,-20.1388,-4.2179,-1.3493,,-6.3534,-9.4945,-0.0631,-6.2752,,-6.061,-8.0705,-2.7983,-5.5294,-4.982,-7.3596,-0.4389,-8.117,QC'd by NIEHS/NTP
9451,11112727,181380,C[C@H](C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,Inconclusive,21,,,Inhibitor,12.5893,39.647,,Partial curve; partial efficacy,-4.9,3.0654,0.9466,-43.1012,-3.4542,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-38.8343,-5.5245,-9.9566,-1.166,,-1.8207,-2.1948,-3.2935,-1.2119,,-0.3785,-5.1105,-3.523,-4.8573,-5.3282,-20.5757,-38.8343,,QC'd by Prestwick
9452,26748027,16757675,CCC1[C@@](C([C@@H](C(=O)C(C[C@]([C@@H](C([C@@H](C(C(=O)O1)C)O[C@H]2C[C@@](C(C(O2)C)O)(C)OC)C)O[C@H]3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Inconclusive,20,,,Inhibitor,31.6228,48.9972,,Partial curve; partial efficacy,-4.5,2.1211,0.941,-67.4242,-18.4269,-2.2,0 0 0 0 0 0 0,-56.7078,,,-14.4684,,,-19.627,,-20.8435,,,-23.1646,,-12.9601,,-23.536,,-56.7078,QC'd by Microsource
9453,4239390,3234497,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C[C@H]4CCCO4)OC5=CC(=CC=C5)Cl,Inconclusive,22,,,Inhibitor,5.0119,35.7954,,Complete curve; partial efficacy,-5.3,1.1,0.9574,-43.1153,-7.3199,-1.2,0 0 0 0 0 0 0,-40.5128,,,-5.8603,,,-9.3503,,-4.4333,,,-14.7024,,-15.3222,,-34.2932,,-40.5128,QC'd by Pharmacopeia
9454,11111723,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.7765,-3.366,-4.5869,-2.8965,,2.7224,1.4656,-3.7772,-9.1097,,-4.5095,-2.7133,-3.5681,-11.3909,-8.9842,-16.3041,-28.7765,,QC'd by Prestwick
9455,17385453,5459598,C[C@H](/C=C(\C1=CN=CC=C1)/C(C2=CC=C(C=C2)C(=O)OC)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC(=CC(=C4)F)F,Active,87,,,Inhibitor,1.5849,88.5727,,Complete curve; high efficacy,-5.8,1.3723,0.9991,-101.004,-12.4316,-1.1,0 0 0 0 0 0 0,-99.346,,,-12.3848,,,-11.2733,,-13.6732,,,-26.8632,,-69.8308,,-95.1149,,-99.346,QC'd by UPCMLD
9456,11111466,6603926,CSC(=NCCC[C@H](C(=O)O)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.9403,,,-22.4009,,,-2.0524,,-10.4288,,,-10.7129,,-7.9007,,-17.1937,,-22.9403,QC'd by SigmaAldrich
